"AD_TOTAL"	"AD_UP"	"AD_DOWN"	"earlyPD_TOTAL"	"earlyPD_UP"	"earlyPD_DOWN"	"MCI_TOTAL"	"MCI_UP"	"MCI_DOWN"	"MS_TOTAL"	"MS_UP"	"MS_DOWN"	"PD_TOTAL"	"PD_UP"	"PD_DOWN"	"rrMS_TOTAL"	"rrMS_UP"	"rrMS_DOWN"	"spMS_TOTAL"	"spMS_UP"	"spMS_DOWN"	"Sexmale_TOTAL"	"Sexmale_UP"	"Sexmale_DOWN"	"Age_TOTAL"	"Age_UP"	"Age_DOWN"
"UTP4"	"UTP4"	"SLC25A26"	"UBE2D2"	"UBE2D2"	"DNAI1"				"DCTN2"			"EIF1AX"												"MIGA2"		
"PCTP"	"PCTP"	"ATG3"	"PDHA1"	"PDHA1"	"CYREN"				"PHYHD1"			"CNP"												"CCDC82"		
"SKAP1"	"SKAP1"	"OSBPL11"	"SNRPA1"	"SNRPA1"	"ACADS"				"CLTB"			"CSRP2"												"GLB1L2"		
"SSH2"	"SSH2"	"AMT"	"THAP1"	"THAP1"	"CCDC91"				"RPS6KB2"			"PHYKPL"												"TMEM138"		
"ABCA8"	"ABCA8"	"TBCK"	"FAAP24"	"FAAP24"	"DDX39A"				"TMEM270"			"SUGCT"												"LYZL2"		
"C18orf21"	"C18orf21"	"CAMK2D"	"RAF1"	"RAF1"	"PKN1"				"ARL4D"			"ARIH2"												"NOPCHAP1"		
"FN3KRP"	"FN3KRP"	"MARCHF1"	"HSD17B7"	"HSD17B7"	"ACTRT1"				"FLII"			"RABEP2"												"TMEM263"		
"TRIM65"	"TRIM65"	"PDGFC"	"MRPL35"	"MRPL35"	"OPTN"				"BET1L"			"RIC8A"												"PTPRO"		
"WDR45B"	"WDR45B"	"SRD5A1"	"RAMP1"	"RAMP1"	"ATF1"				"ASB8"			"ADAMTSL1"												"BAG3"		
"PMAIP1"	"PMAIP1"	"IL9"	"PRKAA1"	"PRKAA1"	"NR4A1"				"ADAMTSL1"			"EDC3"												"GLT1D1"		
"AKT1"	"AKT1"	"FGD2"	"SERPINF1"	"SERPINF1"	"CDK2"				"NDUFV2"			"FAM156B"												"LMNTD1"		
"ITGB3BP"	"ITGB3BP"	"ZC3HAV1L"	"UBE2G1"	"UBE2G1"	"USP45"				"CCDC89"			"CLK3"												"NRSN1"		
"TINAGL1"	"TINAGL1"	"PLPP5"	"DDC"	"DDC"	"NMI"				"RAB39A"			"DNAJB8"												"CPB1"		
"PROK1"	"PROK1"	"GSN"	"H3-3B"	"H3-3B"	"BAZ2B"				"MTURN"			"FDCSP"												"BCL2L11"		
"POGK"	"POGK"	"MRRF"	"ZRANB2"	"ZRANB2"	"TTPAL"				"CMTR2"			"SLX1B"												"PITPNC1"		
"RGS5"	"RGS5"	"GBGT1"	"XAF1"	"XAF1"	"VAPB"				"MRPS16"			"HMCES"												"CFAP161"		
"PFDN2"	"PFDN2"	"LRSAM1"	"PCBD2"	"PCBD2"	"TOX2"				"PMCH"			"DGCR6"												"NAA11"		
"ANXA9"	"ANXA9"	"DPH7"	"SDF2"	"SDF2"	"STAU1"				"TP53TG3"			"CHEK2"												"TIMP4"		
"POGZ"	"POGZ"	"MTG1"	"NIP7"	"NIP7"	"PMEPA1"				"HOATZ"			"PRKD1"												"ARMC12"		
"SUSD4"	"SUSD4"	"CELF1"	"DAP3"	"DAP3"	"SNRNP27"				"ST6GALNAC3"			"COPB2"												"RAB28"		
"RAB13"	"RAB13"	"CAPN5"	"MUTYH"	"MUTYH"	"IRGC"				"F8"			"F8"												"SPRR2G"		
"S100A8"	"S100A8"	"C11orf52"	"SCO1"	"SCO1"	"BTN1A1"				"RPS27L"			"TNFAIP8L1"												"ZFYVE28"		
"KCNN3"	"KCNN3"	"DUSP15"	"GIMAP4"	"GIMAP4"	"SNRPC"				"STAC3"			"SMYD3"												"C16orf86"		
"C1orf43"	"C1orf43"	"SLC22A9"	"TMEM254"	"TMEM254"	"XPO5"				"INKA1"			"STAC3"												"ZBTB8A"		
"RIT1"	"RIT1"	"TRPT1"	"IMPA1"	"IMPA1"	"OARD1"				"CDIN1"			"KCNIP4"												"PKNOX1"		
"PKLR"	"PKLR"	"CLEC1A"	"DUSP26"	"DUSP26"	"UNC5CL"				"PDZD7"			"CYP2R1"												"CCDC12"		
"NVL"	"NVL"	"NGLY1"	"DGLUCY"	"DGLUCY"	"TBCC"				"POFUT2"			"ADAT2"												"ZNF333"		
"RHOB"	"RHOB"	"TMEM18"	"NUMB"	"NUMB"	"SPDEF"				"CYP4A11"			"HRH1"												"KASH5"		
"CALM2"	"CALM2"	"QTRT2"	"EIF2S1"	"EIF2S1"	"RIOK1"				"IFNA2"			"CYSRT1"												"AMDHD2"		
"RALB"	"RALB"	"IGSF10"	"ELP3"	"ELP3"	"BBS2"				"HLA-DRB1"			"KRTAP26-1"												"ZG16B"		
"LIPT1"	"LIPT1"	"PANK1"	"CDK7"	"CDK7"	"RNF113A"				"THEM5"			"HOXC6"												"ZFPL1"		
"AMMECR1L"	"AMMECR1L"	"ZDHHC7"	"PSRC1"	"PSRC1"	"MIF4GD"				"MMP1"			"MBP"												"BEND5"		
"ANKMY1"	"ANKMY1"	"SPMIP4"	"RPS15A"	"RPS15A"	"PPDPF"				"VKORC1L1"			"PAPSS2"												"GMEB1"		
"CTDSP1"	"CTDSP1"	"FBXO36"	"TMEM241"	"TMEM241"	"TRIP10"				"ADARB1"			"CD247"												"KLHDC9"		
"LIMD1"	"LIMD1"	"WNT3A"	"DDB2"	"DDB2"	"DTD1"				"CDC42SE1"			"HLA-DRA"												"MAPKAPK2"		
"TAGLN3"	"TAGLN3"	"NCAM2"	"PHC2"	"PHC2"	"CITED1"				"MBP"			"AKT1S1"												"TRIM17"		
"MANF"	"MANF"	"PLCL2"	"AGO4"	"AGO4"	"MAX"				"AKR1B10"			"GAGE1"												"MAIP1"		
"FIP1L1"	"FIP1L1"	"DBI"	"PSAT1"	"PSAT1"	"ERGIC3"				"SPANXC"			"TSSK1B"												"SMCP"		
"AFG2A"	"AFG2A"	"VSIG4"	"HAVCR2"	"HAVCR2"	"AMOT"				"ECI2"			"CPNE1"												"POLR2H"		
"ROPN1L"	"ROPN1L"	"COX6A2"	"FBXO21"	"FBXO21"	"ST3GAL3"				"TGM2"			"CKLF"												"MELTF"		
"NKD2"	"NKD2"	"NMNAT2"	"SYNCRIP"	"SYNCRIP"	"PCID2"				"TSBP1"			"MAGEA3"												"CLDN19"		
"RPL37"	"RPL37"	"DDX19B"	"ORC3"	"ORC3"	"NR1D1"				"HMGN1"			"ARHGDIG"												"EMCN"		
"BTF3"	"BTF3"	"CCNB2"	"EHF"	"EHF"	"FRMD8"				"SLC48A1"			"DBNDD2"												"HPGD"		
"TSLP"	"TSLP"	"ERG"	"TSPAN31"	"TSPAN31"	"IRF3"				"TSSK1B"			"POLG2"												"BAALC"		
"ATG12"	"ATG12"	"PEX10"	"TEC"	"TEC"	"STATH"				"KLK9"			"C17orf49"												"FAM219A"		
"CXCL14"	"CXCL14"	"RIBC1"	"CCT7"	"CCT7"	"NSRP1"				"TCL1B"			"TIMM23"												"FBP1"		
"NHP2"	"NHP2"	"F11R"	"GLUL"	"GLUL"	"IFI6"				"CCL27"															"PKNOX2"		
"H2BC1"	"H2BC1"	"NPM2"	"SERPINE2"	"SERPINE2"	"EVI2A"				"TBC1D26"															"PRDX3"		
"TRIM41"	"TRIM41"	"CSRP1"	"EIF4E2"	"EIF4E2"	"TIMM8A"				"TAFA5"															"PRAP1"		
"AIG1"	"AIG1"	"KCNE2"	"PHF11"	"PHF11"	"INTS11"				"EGFL8"															"SPATA19"		
"EPHA1"	"EPHA1"	"PLA2G4D"	"SPRY2"	"SPRY2"	"PLAAT1"				"ATP5PO"															"SGPL1"		
"CASK"	"CASK"	"ALDH4A1"	"RAC1"	"RAC1"	"GFER"				"ARHGDIG"															"RRM1"		
"MSN"	"MSN"	"THEM4"	"HUS1"	"HUS1"	"APOL3"				"STON1"															"GLOD4"		
"NDUFB11"	"NDUFB11"	"TMEM234"	"RSAD1"	"RSAD1"	"CALU"				"NME2"															"KLK6"		
"IL2RG"	"IL2RG"	"UBE2J2"	"MRPL47"	"MRPL47"	"IRF5"				"GSTA1"															"CDK2AP2"		
"IGSF1"	"IGSF1"	"CILP2"	"IL1F10"	"IL1F10"	"MYO5C"				"NFS1"															"MYL1"		
"DNAJC5B"	"DNAJC5B"	"TMPRSS3"	"IMP4"	"IMP4"	"TMOD2"				"GSTA2"															"CTRB1"		
"TRIM55"	"TRIM55"	"TRAPPC10"	"ST6GALNAC4"	"ST6GALNAC4"	"TTBK2"				"C17orf49"															"AGPAT2"		
"PMP2"	"PMP2"	"BRSK1"	"ANGPTL2"	"ANGPTL2"	"COPB1"				"TIMM23"															"CNTROB"		
"TERF1"	"TERF1"	"COX6B2"	"SLC31A1"	"SLC31A1"	"SUMF2"				"SSX4"															"EMB"		
"IFNA5"	"IFNA5"	"CHTOP"	"KIF12"	"KIF12"	"CD68"				"LYZL6"															"GTSF1"		
"SURF2"	"SURF2"	"UBQLN4"	"DERL1"	"DERL1"	"PHF20L1"																			"VAT1L"		
"ANKRD1"	"ANKRD1"	"LY6E"	"CCL21"	"CCL21"	"DNAAF11"																			"PAH"		
"HABP2"	"HABP2"	"VPS28"	"TMEM14B"	"TMEM14B"	"MTUS1"																			"CYP4F11"		
"TCF7L2"	"TCF7L2"	"TMEM143"	"FRS3"	"FRS3"	"DTD2"																			"BSG"		
"CCDC82"	"CCDC82"	"ALDH16A1"	"BPHL"	"BPHL"	"SNX6"																			"WASHC2C"		
"FAU"	"FAU"	"PARS2"	"TCF19"	"TCF19"	"SAFB2"																			"VANGL1"		
"TAOK2"	"TAOK2"	"UBXN10"	"IER3"	"IER3"	"SNX9"																			"MAP3K11"		
"ENKUR"	"ENKUR"	"GBP2"	"ATAT1"	"ATAT1"	"STK33"																			"ENDOV"		
"TMEM263"	"TMEM263"	"PEX19"	"FGFBP2"	"FGFBP2"	"UBAC1"																			"RBM4B"		
"TWF1"	"TWF1"	"TFB2M"	"TTPA"	"TTPA"	"CEP85"																			"TMEM270"		
"TEX30"	"TEX30"	"MEMO1"	"NUSAP1"	"NUSAP1"	"ADRM1"																			"SCN4B"		
"ALLC"	"ALLC"	"SCNM1"	"RSL24D1"	"RSL24D1"	"MAP3K10"																			"LRRN4CL"		
"NUBPL"	"NUBPL"	"PPM1L"	"METTL5"	"METTL5"	"ATP5IF1"																			"MIEF2"		
"NEK7"	"NEK7"	"IL17RE"	"SEC31A"	"SEC31A"	"HIP1R"																			"SAMD12"		
"VTI1A"	"VTI1A"	"DNAJC5G"	"IL21"	"IL21"	"MPP1"																			"NAALADL2"		
"ATP5F1A"	"ATP5F1A"	"TPRA1"	"BMPR1B"	"BMPR1B"	"CASZ1"																			"C10orf53"		
"NMT2"	"NMT2"	"ZNF691"	"RAP1GDS1"	"RAP1GDS1"	"HSD17B3"																			"ZHX2"		
"USP12"	"USP12"	"METAP1"	"AEBP2"	"AEBP2"	"GFAP"																			"CCDC89"		
"LMNTD1"	"LMNTD1"	"ETNPPL"	"TMEM19"	"TMEM19"	"IDO1"																			"LDLRAD3"		
"STK32B"	"STK32B"	"FBXO8"	"DUSP6"	"DUSP6"	"PPT1"																			"LSMEM2"		
"NRSN1"	"NRSN1"	"PRMT9"	"RITA1"	"RITA1"	"RLIM"																			"DCTPP1"		
"SRP19"	"SRP19"	"CMBL"	"MORN3"	"MORN3"	"C3orf20"																			"MTURN"		
"ACMSD"	"ACMSD"	"NDUFS4"	"DENR"	"DENR"	"ANKHD1"																			"MCFD2"		
"CETN3"	"CETN3"	"RHOBTB3"	"SLAIN1"	"SLAIN1"	"NINJ1"																			"GKN2"		
"SREK1"	"SREK1"	"CCDC127"	"RTN1"	"RTN1"	"RHOXF2"																			"TP53TG3"		
"IMPACT"	"IMPACT"	"PDSS2"	"SLC27A2"	"SLC27A2"	"KRT33B"																			"S100A7A"		
"TBCEL"	"TBCEL"	"DEFA5"	"USP3"	"USP3"	"STARD3"																			"SPATA32"		
"APOOL"	"APOOL"	"TMUB1"	"CYP1A1"	"CYP1A1"	"PRKAB2"																			"HDDC3"		
"OTUD6B"	"OTUD6B"	"COX6C"	"CCDC33"	"CCDC33"	"LGALS3"																			"SEPTIN9"		
"SAMSN1"	"SAMSN1"	"NUDT2"	"MFGE8"	"MFGE8"	"DCAF15"																			"SEPTIN5"		
"LARP1"	"LARP1"	"SYK"	"SLC5A2"	"SLC5A2"	"TRIM21"																			"RNLS"		
"XAGE2"	"XAGE2"	"ANKS6"	"CPNE2"	"CPNE2"	"PTCD3"																			"PRR16"		
"HYCC2"	"HYCC2"	"NLGN4Y"	"RPS2"	"RPS2"	"ILKAP"																			"AP3M1"		
"RWDD2B"	"RWDD2B"	"NDUFB6"	"TCF25"	"TCF25"	"RAN"																			"HGS"		
"SFR1"	"SFR1"	"PGM2L1"	"UTP4"	"UTP4"	"JCHAIN"																			"LYRM7"		
"FGF18"	"FGF18"	"ENOX2"	"NOB1"	"NOB1"	"ANKRD17"																			"FAM9C"		
"RPL30"	"RPL30"	"CASP7"	"SSH2"	"SSH2"	"CLEC10A"																			"PABIR1"		
"LHFPL4"	"LHFPL4"	"IL25"	"PTRH2"	"PTRH2"	"RGS22"																			"SF3B3"		
"ODR4"	"ODR4"	"RPUSD2"	"RMC1"	"RMC1"	"SNAP25"																			"THEM5"		
"ARMC12"	"ARMC12"	"C16orf78"	"MINK1"	"MINK1"	"PTPRA"																			"ARL9"		
"BRAF"	"BRAF"	"COPS2"	"RAB40B"	"RAB40B"	"DCAF8"																			"HSH2D"		
"RAB28"	"RAB28"	"COX11"	"CSNK1D"	"CSNK1D"	"ACY3"																			"RPF2"		
"TRIM63"	"TRIM63"	"TRIM44"	"TRIM65"	"TRIM65"	"RBM38"																			"MPZL1"		
"MRAS"	"MRAS"	"BMERB1"	"WDR45B"	"WDR45B"	"BHMT2"																			"ELOVL2"		
"H2BC5"	"H2BC5"	"PLK1"	"RETREG3"	"RETREG3"	"KANK4"																			"IRAK4"		
"MITD1"	"MITD1"	"NAB2"	"MVB12A"	"MVB12A"	"ZMYM5"																			"MYL4"		
"PRAC1"	"PRAC1"	"TTC16"	"IFITM3"	"IFITM3"	"ZNF414"																			"KCNRG"		
"ACTC1"	"ACTC1"	"TUBA1C"	"CAPN10"	"CAPN10"	"NTS"																			"CNOT7"		
"PSMB4"	"PSMB4"	"GPD1"	"RPS11"	"RPS11"	"MED6"																			"PSMB8"		
"SPRR2G"	"SPRR2G"	"LY6D"	"RPL11"	"RPL11"	"VHL"																			"TRIM40"		
"NAE1"	"NAE1"	"DDB1"	"MOB3C"	"MOB3C"	"ARL8B"																			"HTN3"		
"ZFYVE28"	"ZFYVE28"	"HOOK3"	"LMO4"	"LMO4"	"NAPG"																			"SMIM11"		
"C16orf86"	"C16orf86"	"KCTD6"	"NME7"	"NME7"	"GRHL1"																			"TSSK1B"		
"RDH13"	"RDH13"	"DEGS2"	"POGK"	"POGK"	"LDHA"																			"MTCP1"		
"PWWP3A"	"PWWP3A"	"TAP1"	"MPC2"	"MPC2"	"RBM17"																			"GAGE12G"		
"ORAI2"	"ORAI2"	"RHOH"	"RXRG"	"RXRG"	"KLRC1"																			"TAFA5"		
"MGAT4B"	"MGAT4B"	"TNIP2"	"SF3B4"	"SF3B4"	"PRH2"																			"HSBP1"		
"CYGB"	"CYGB"	"PXDC1"	"S100A8"	"S100A8"	"CBLIF"																			"PAGE2"		
"KASH5"	"KASH5"	"ASMTL"	"SNAPIN"	"SNAPIN"	"ARGLU1"																			"PPIL3"		
"SPC24"	"SPC24"	"GSG1L"	"KCNN3"	"KCNN3"	"TAOK3"																			"EIF6"		
"STX5"	"STX5"	"APEX2"	"RIT1"	"RIT1"	"EPHA7"																			"TMEM35B"		
"RPL29"	"RPL29"	"CA5B"	"ACP1"	"ACP1"	"MAP3K7"																			"KIR2DL3"		
"ZFPL1"	"ZFPL1"	"ZRSR2"	"SDE2"	"SDE2"	"ELF5"																			"TEN1"		
"PDZK1IP1"	"PDZK1IP1"	"KCNAB1"	"CNIH4"	"CNIH4"	"CAPRIN1"																			"TAF9"		
"BEND5"	"BEND5"	"CLIC3"	"CAMKMT"	"CAMKMT"	"LACRT"																			"CCL3L3"		
"BSND"	"BSND"	"NFU1"	"DUSP11"	"DUSP11"	"AHI1"																			"CAST"		
"PDPN"	"PDPN"	"GPS1"	"MALL"	"MALL"	"PKIB"																					
"AKNAD1"	"AKNAD1"	"TM4SF4"	"LIPT1"	"LIPT1"	"STX11"																					
"KLHDC9"	"KLHDC9"	"GUSB"	"NXPH2"	"NXPH2"	"MPHOSPH6"																					
"SPATA17"	"SPATA17"	"TRAPPC1"	"SCRN3"	"SCRN3"	"KIAA0513"																					
"MAIP1"	"MAIP1"	"SMAD1"	"CDCA7"	"CDCA7"	"DYNC1LI2"																					
"SLC66A3"	"SLC66A3"	"TRABD"	"TRPM8"	"TRPM8"	"PIGC"																					
"COQ8A"	"COQ8A"	"DYDC1"	"POMGNT2"	"POMGNT2"	"CAB39"																					
"BNIPL"	"BNIPL"	"CHCHD7"	"LRTM1"	"LRTM1"	"C2orf49"																					
"TMOD4"	"TMOD4"	"TRH"	"AMT"	"AMT"	"APPL2"																					
"LCE3D"	"LCE3D"	"DDI1"	"UCN2"	"UCN2"	"VPS36"																					
"SMCP"	"SMCP"	"JAGN1"	"MANF"	"MANF"	"MED4"																					
"SPRR3"	"SPRR3"	"CSN3"	"TM4SF19"	"TM4SF19"	"COG3"																					
"TMEM169"	"TMEM169"	"TCEA2"	"AHSG"	"AHSG"	"C7orf25"																					
"GLB1L"	"GLB1L"	"PWWP2B"	"NDUFS6"	"NDUFS6"	"DBNL"																					
"NUAK2"	"NUAK2"	"MRM3"	"RPL37"	"RPL37"	"TEX2"																					
"SLC4A1AP"	"SLC4A1AP"	"FRMD5"	"GZMA"	"GZMA"	"DCAF7"																					
"MEAF6"	"MEAF6"	"MAL"	"TSLP"	"TSLP"	"ERMN"																					
"DNALI1"	"DNALI1"	"GAP43"	"CXCL14"	"CXCL14"	"SKIL"																					
"RPL39L"	"RPL39L"	"QARS1"	"TBC1D7"	"TBC1D7"	"IL36B"																					
"TKT"	"TKT"	"MOB3A"	"TRIM41"	"TRIM41"	"BIN1"																					
"GNL3"	"GNL3"	"FRMD3"	"ABT1"	"ABT1"	"ABI1"																					
"PIGX"	"PIGX"	"CERS6"	"CYP39A1"	"CYP39A1"	"YME1L1"																					
"SLC9B2"	"SLC9B2"	"SUCLG2"	"SCML4"	"SCML4"	"ODF2"																					
"CDC25A"	"CDC25A"	"NADSYN1"	"ZC3HAV1L"	"ZC3HAV1L"	"C9orf78"																					
"DUSP7"	"DUSP7"	"ADCK5"	"CASK"	"CASK"	"RALGPS1"																					
"GASK1B"	"GASK1B"	"ESRRA"	"MSN"	"MSN"	"TMOD1"																					
"IL15"	"IL15"	"SAA1"	"FBXO25"	"FBXO25"	"PDCL"																					
"CDC20B"	"CDC20B"	"CHD2"	"PLPBP"	"PLPBP"	"PPIL1"																					
"SPZ1"	"SPZ1"	"EIF1AX"	"PLPP5"	"PLPP5"	"KLC4"																					
"CARTPT"	"CARTPT"	"CNP"	"TERF1"	"TERF1"	"LRRC1"																					
"CSF2"	"CSF2"	"PLK3"	"POLR2K"	"POLR2K"	"SYTL2"																					
"TRA2A"	"TRA2A"	"GCSAM"	"MRRF"	"MRRF"	"LRRC32"																					
"CDK5"	"CDK5"	"TMEM167A"	"GBGT1"	"GBGT1"	"GGH"																					
"FAM219A"	"FAM219A"	"ODAPH"	"SURF2"	"SURF2"	"CASP1"																					
"DIRAS2"	"DIRAS2"	"CNIH2"	"RPP30"	"RPP30"	"RTF1"																					
